지점,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),강수 계속시간(hr),10분 최다 강수량(mm),10분 최다강수량 시각(hhmi),1시간 최다강수량(mm),1시간 최다 강수량 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),최대 순간 풍속 풍향(16방위),최대 순간풍속 시각(hhmi),최대 풍속(m/s),최대 풍속 풍향(16방위),최대 풍속 시각(hhmi),평균 풍속(m/s),풍정합(100m),평균 이슬점온도(°C),최소 상대습도(%),최소 상대습도 시각(hhmi),평균 상대습도(%),평균 증기압(hPa),평균 현지기압(hPa),최고 해면기압(hPa),최고 해면기압 시각(hhmi),최저 해면기압(hPa),최저 해면기압 시각(hhmi),평균 해면기압(hPa),가조시간(hr),합계 일조 시간(hr),1시간 최다일사 시각(hhmi),1시간 최다일사량(MJ/m2),합계 일사(MJ/m2),일 최심신적설(cm),일 최심신적설 시각(hhmi),일 최심적설(cm),일 최심적설 시각(hhmi),합계 3시간 신적설(cm),평균 전운량(1/10),평균 중하층운량(1/10),평균 지면온도(°C),최저 초상온도(°C),평균 5cm 지중온도(°C),평균 10cm 지중온도(°C),평균 20cm 지중온도(°C),평균 30cm 지중온도(°C),0.5m 지중온도(°C),1.0m 지중온도(°C),1.5m 지중온도(°C),3.0m 지중온도(°C),5.0m 지중온도(°C),합계 대형증발량(mm),합계 소형증발량(mm),9-9강수(mm),안개 계속시간(hr)
131,2015-01-08,-2.7,-7.4,619,3.1,1528,,,,,,,4.7,340,1243,2.2,290,1243,0.8,732,-10.5,34,1529,56,2.8,1019.1,1028.3,902,1025,2,1026.4,9.8,8.2,1200,1.78,10.08,,,,,,0.6,0.6,-0.8,-12.6,,,,,,,,,,,0.9,,
131,2015-01-09,-0.9,-5.6,652,3.3,1241,,,,,,,5,230,1304,2.4,250,1211,0.8,672,-5,51,1246,74,4.3,1018.4,1027.4,330,1024.1,2156,1025.7,9.8,3.1,1100,1.3,6.03,,,,,,5,5,-0.4,-11.8,,,,,,,,,,,0.8,,
131,2015-01-10,1.4,-3.2,708,6.9,1525,,,,,,,5.9,270,1556,2.9,290,1605,1,854,-5.2,35,1535,63.4,4.2,1017,1026.4,932,1022.1,2357,1024.2,9.8,8,1100,1.68,10.67,,,,,,0.3,0.3,0.2,-11.4,,,,,,,,,,,1.3,0,
131,2015-01-11,0.7,-2.1,2355,3.9,1317,1.17,,,,,0,8,270,1217,3.5,320,959,1.5,1337,-6.1,39,1236,61.8,4,1017.5,1030.3,2327,1019.8,521,1024.7,9.8,7.2,1200,1.81,9.57,,,,,0,2.1,1.8,0.5,-8.7,,,,,,,,,,,1.1,,
131,2015-01-12,-1.3,-5.4,804,3.9,1541,,,,,,,5.6,340,37,2.7,320,49,0.9,812,-12.3,26,1532,44,2.4,1027.4,1036.5,2216,1030.3,1,1034.8,9.9,8.3,1200,1.81,10.27,,,,,,0,0,-0.4,-12.6,,,,,,,,,,,0.9,,
131,2015-01-13,0.6,-5.8,527,7.7,1540,,,,,,,3.4,340,1126,1.8,20,1230,0.7,617,-7.8,34,1443,54.3,3.4,1027,1037.3,236,1031.5,2359,1034.3,9.9,6.7,1200,1.41,8.18,,,,,,4.9,0.8,0,-11.3,,,,,,,,,,,1,,
131,2015-01-14,2.6,0.6,905,5.2,1545,,,,,,,4.2,20,1059,2.5,50,1815,1.2,1009,-4.8,48,1553,58.3,4.3,1019.7,1031.5,1,1022.7,2351,1026.9,9.9,0,1300,0.69,3.37,,,,,,9,6.9,0.7,-3,,,,,,,,,,,0.7,,
131,2015-01-15,4,0.9,307,9.4,1518,,,,,,,4.4,320,1716,2.2,320,1723,0.8,717,-5.5,29,1523,51.3,4.1,1015.3,1024.2,2216,1020.9,605,1022.5,9.9,4.4,1300,1.49,6.62,,,,,,3.8,2.5,1.4,-6.6,,,,,,,,,,,1,,
131,2015-01-16,1.1,-1.4,359,3.6,1522,6.67,,,,,0.4,10.4,340,2211,4.1,290,2212,1.2,1034,-2.5,55,2211,77,5.2,1014,1023.7,1,1018.6,1453,1021.2,9.9,0,1300,0.4,1.56,0,2330,0,2330,0,8.4,6.4,0.4,-7.6,,,,,,,,,,,0.6,0.4,
131,2015-01-17,-1.8,-4.2,751,1.6,1433,,,,,,,8.4,250,1247,3.9,270,1248,1.8,1553,-11.6,29,1235,48.5,2.5,1021.6,1031.6,2021,1022.6,52,1028.9,10,8.6,1200,1.93,11.35,,,0,1,,1,1,0.3,-10.3,,,,,,,,,,,1.6,,
131,2015-01-18,-0.8,-7.4,740,5,1503,3.83,,,,,2.6,6.2,200,1710,2.8,270,1411,1.1,993,-6.7,42,1504,66.1,3.8,1016.3,1030.8,210,1017.2,1913,1023.5,10,7,1200,1.72,9.68,2.8,2400,2.8,2400,2.8,5.1,3.6,0.3,-12.2,,,,,,,,,,,0.3,2.6,
131,2015-01-19,2,-0.3,2115,4.5,1316,2.67,,,,,0,8.2,340,1342,3.1,320,1348,1.3,1095,-3,50,1442,70.6,5,1016.2,1027.7,2323,1018,1,1023.4,10,2.9,1100,1.01,5.19,,,2.8,1,,6.6,6.3,0.5,-5.4,,,,,,,,,,,1.1,0,
131,2015-01-20,1.2,-3.7,723,6.2,1604,,,,,,,3.9,90,1427,2.2,90,1428,0.9,811,-6.1,41,1604,59.6,3.9,1020.2,1029.8,921,1025.5,1706,1027.5,10,8.2,1200,1.77,10.12,,,,,,3.6,1.6,0.9,-8,,,,,,,,,,,0.6,,
131,2015-01-21,2.7,-0.2,621,6,1428,8.42,,,,,2,4.2,360,2333,2.5,50,1018,0.8,700,-2.3,53,1330,70.4,5.3,1015,1026.4,5,1019.2,2340,1022.2,10.1,0,1100,0.64,3.51,,,,,,9.1,5.6,1.4,-4.2,,,,,,,,,,,0.3,5,
131,2015-01-22,3.3,1.2,205,5.9,1543,6.5,,,,,3,4.7,340,1815,2.7,340,759,1.1,981,0.3,62,1608,81.5,6.2,1012,1021,2311,1017.8,619,1019.1,10.1,0,1200,0.73,3.5,,,,,,8.9,6,2.5,-4.1,,,,,,,,,,,0.2,0,
131,2015-01-23,1.9,-1.2,612,5.4,1509,,,,,,,5.5,160,1544,3.1,180,1551,1,852,-2.2,51,1512,75.3,5.2,1015.6,1024.4,2338,1020.9,17,1022.7,10.1,2.3,1200,1.2,5.9,,,,,,4.8,4.8,2.3,-7.4,,,,,,,,,,,0.8,,
131,2015-01-24,3.5,0.4,551,8.7,1322,,,,,,,4.9,340,1710,2.1,320,1710,0.9,739,-2.6,43,1610,65.3,5.1,1019.3,1028.3,2341,1024.2,53,1026.5,10.2,3.8,1200,1.61,7.45,,,,,,5.9,5.1,3.2,-5.9,,,,,,,,,,,1,,
131,2015-01-25,3.4,-0.1,358,7.2,1519,6.33,,,,,0.4,4,360,1641,2.4,50,1733,0.7,594,-0.5,54,1515,76.6,6,1016.9,1028.5,103,1020.4,2356,1024.1,10.2,0.2,1400,0.67,3.04,,,,,,9.1,4.1,2.9,-6.3,,,,,,,,,,,0.3,0.9,
131,2015-01-26,4.9,2.6,2355,7.4,1235,6,,,,,0.5,5.5,270,2308,2.5,290,1634,1.1,909,3.2,75,1848,89.1,7.8,1013,1022.3,2315,1017.9,1319,1020.1,10.2,0.6,1200,0.42,2.1,,,,,,9.6,7.3,4.6,1.6,,,,,,,,,,,0.5,0,2.17
131,2015-01-27,-0.8,-4.2,2308,2.6,1,,,,,,,6.6,270,558,3.2,290,1351,1.7,1490,-8,35,1433,58.8,3.4,1017.7,1027.5,2319,1022.2,1,1025,10.2,6.9,1200,1.95,11.16,,,,,,3.1,3.1,3.1,-8,,,,,,,,,,,1.7,,
131,2015-01-28,-2.8,-6.5,725,2,1605,,,,,,,6,360,1,2.8,340,7,1.3,1115,-12.2,37,1439,48.9,2.4,1021.8,1030.7,841,1027.2,36,1029.2,10.3,7.5,1300,1.82,10.74,,,,,,2.8,1.4,-0.2,-9.6,,,,,,,,,,,1.5,,
131,2015-01-29,0.4,-3.5,523,4.5,1531,6.83,,,,,0,4.8,340,1218,2.4,360,1152,1.1,967,-4.4,60,1246,69.9,4.5,1019.6,1030.1,323,1024.3,1707,1026.9,10.3,0.3,1400,0.89,4.54,,,,,,9.6,4,0.5,-6.6,,,,,,,,,,,0.8,0,
131,2015-01-30,-0.7,-3.9,2349,2.7,1347,0.67,,,,,0,8.1,250,1355,4.4,270,1441,1.9,1609,-9.8,33,1507,50.6,2.9,1019,1030,2358,1024.1,516,1026.3,10.3,7.5,1300,1.98,10.59,,,,,,4.1,2.8,2,-7.1,,,,,,,,,,,1.5,0,
131,2015-01-31,-3.1,-6.4,711,2,1440,,,,,,,6,360,1526,2.8,320,1546,1.1,988,-13.6,26,1522,45.5,2.2,1025,1034.8,2249,1029.8,3,1032.4,10.4,8.9,1200,2.01,12.4,,,,,,0,0,-0.3,-12,,,,,,,,,,,1.5,,
131,2015-02-01,-1.7,-7.9,731,4.6,1556,,,,,,,4.3,340,1654,2.1,320,1702,0.7,639,-11.8,24,1557,48.6,2.5,1026,1035.6,906,1031.1,1634,1033.3,10.4,8.9,1200,1.99,12.59,,,,,,0.1,0,0,-12.6,,,,,,,,,,,1.4,,
131,2015-02-02,-0.3,-6,626,6.4,1635,,,,,,,3.9,70,1436,2.5,50,1502,0.7,593,-10.5,20,1603,48.9,2.8,1024.4,1033.6,949,1029.8,1614,1031.8,10.4,6.3,1300,1.99,10.5,,,,,,3,0.9,0.6,-10.8,,,,,,,,,,,1.4,,
131,2015-02-03,0.9,-4.3,741,7,1527,,,,,,,4.5,320,1709,2.3,320,2118,0.7,578,-8.7,21,1529,51.6,3.2,1021.8,1031.9,750,1026.8,2354,1029.1,10.4,7.3,1100,1.5,8.87,,,,,,4.6,0.4,0.5,-10.3,,,,,,,,,,,1.6,,
131,2015-02-04,0.7,-3.1,740,5.5,1425,0.33,,,,,0,7.2,340,1634,3.3,320,1634,0.9,809,-4.8,39,1424,67.6,4.3,1016.2,1026.9,14,1020.7,1535,1023.4,10.5,4.9,1100,1.6,7.58,,,,,,3.4,2.9,0.5,-9.9,,,,,,,,,,,1.1,0,
131,2015-02-05,1.2,-1.6,715,6,1436,,,,,,,6,340,1817,3.1,250,1243,1.3,1121,-6.1,33,1553,59.4,3.9,1016.6,1026.4,2328,1022.1,224,1023.8,10.5,7.9,1300,1.82,10.53,,,,,,2.4,2.4,1.8,-6.4,,,,,,,,,,,1.3,,
131,2015-02-06,2.2,-1.9,705,7.4,1443,,,,,,,4.8,320,1622,2.4,320,1623,1.1,911,-6,35,1444,56.3,3.9,1018.8,1027.5,920,1024.4,1542,1026,10.6,8.8,1200,1.99,12.24,,,,,,1.9,1.5,3.1,-7.8,,,,,,,,,,,1.9,,
131,2015-02-07,2.4,-1.9,624,7,1548,,,,,,,6.5,320,2342,3,270,2357,1.1,918,-4.5,40,1549,61.4,4.4,1014.5,1026,22,1019.2,2254,1021.7,10.6,3,1200,1.31,7.63,,,,,,6.1,3.9,2.9,-6.2,,,,,,,,,,,1.5,,
131,2015-02-08,-6.3,-8.7,2352,1.8,1,2,,,,,0,10.3,290,1538,4.7,270,1328,2.7,2347,-16.1,34,1343,45.9,1.8,1019.4,1030.4,2400,1020,1,1026.9,10.6,9.2,1300,1.9,12.47,,,,,,2.1,2.1,-0.5,-10.6,,,,,,,,,,,1.9,0,
131,2015-02-09,-4.2,-10.8,557,1.5,1440,3.5,,,,,0,8.9,320,1543,3.9,270,1549,1.7,1479,-14.5,22,1120,46.1,2.2,1020.5,1032.1,900,1023.7,2355,1027.9,10.6,7.9,1200,2.15,12.28,,,,,,3.6,3.6,-1.2,-14.9,,,,,,,,,,,1.7,0,
131,2015-02-10,3.9,-0.8,1,9.9,1413,,,,,,,9.5,270,1254,4.4,250,1636,1.8,1533,-5.2,28,1318,53.3,4.2,1011.5,1023.7,1,1015.5,1708,1018.6,10.7,8.8,1300,1.76,10.75,,,,,,4.1,4.1,1.7,-4.6,,,,,,,,,,,1.4,,
131,2015-02-11,4.3,0.4,711,9.5,1426,,,,,,,5.8,230,1304,2.8,250,1232,1,863,-3,34,2224,61.4,5,1006.3,1016.5,4,1010.8,1617,1013.4,10.7,3.6,1100,1.26,7.16,,,,,,4.1,3.3,2.6,-7.5,,,,,,,,,,,1.1,,
131,2015-02-12,0,-2.7,2351,4.2,1447,,,,,,,9.8,340,1455,4.3,290,1500,2,1717,-12.9,24,1413,37.8,2.3,1007.9,1019,2346,1012.4,541,1015.1,10.7,9.5,1100,2,13.28,,,,,,0.3,0.3,2.2,-9.1,,,,,,,,,,,2.7,,
131,2015-02-13,-0.4,-4.5,630,4.7,1529,,,,,,,8.1,340,1241,3.9,320,1304,1.6,1374,-13.8,23,1408,36.5,2.1,1013.3,1023.3,2354,1018.8,343,1020.6,10.8,9.7,1200,2.25,14.39,,,,,,0,0,1.2,-11.3,,,,,,,,,,,2.4,,
131,2015-02-14,2.6,-4.3,612,9,1528,,,,,,,6.4,200,1543,3.1,250,1420,1,886,-4.3,44,1247,61,4.6,1014.9,1023.5,759,1020.1,1406,1022,10.8,6.8,1100,1.82,10.06,,,,,,2.1,2.1,1.1,-10.4,,,,,,,,,,,1.5,,
131,2015-02-15,7,0.6,151,12.7,1523,3.17,,,,,1,6.8,110,2005,3.7,140,2006,1.3,1160,-0.2,39,1951,62.8,6,1013.6,1023.6,153,1018.4,1803,1020.7,10.9,2.4,1200,1.22,6.89,,,,,,9.3,6.1,4.1,-6.6,,,,,,,,,,,0.9,11,
131,2015-02-16,5.4,4.6,2323,7.3,5,23.17,,,,,17.5,5.4,110,229,3,140,212,1.3,1143,3.8,74,1,90.4,8,1007.9,1019.4,6,1012.6,1711,1015,10.9,0,1200,0.2,1.3,,,,,,10,7.1,5,4.1,,,,,,,,,,,0.1,7.7,
131,2015-02-17,3.3,1.9,2341,5.5,1230,1.83,,,,,0.2,7.4,320,1326,3.5,250,1239,1.7,1469,-1.3,57,1054,72.1,5.6,1009.8,1020,2349,1014.2,1,1016.9,10.9,3.3,1200,1.37,6.72,,,,,,9.4,8,4.3,1.1,,,,,,,,,,,1.4,,
131,2015-02-18,2.2,1.3,441,3.4,1332,,,,,,,5,360,1432,2.5,270,1802,1.2,1038,-2.7,60,1333,70,5,1014.5,1023.5,2303,1020,1,1021.7,11,0,1000,0.66,3.63,,,,,,8.4,7.3,3.1,-2.9,,,,,,,,,,,0.7,,
131,2015-02-19,2.7,-1.5,659,7.6,1556,,,,,,,5.2,20,1625,2.7,50,1625,0.9,738,-4.6,35,1715,61.1,4.4,1019.6,1028.5,1101,1023.4,10,1026.9,11,8.4,1200,2.16,13.18,,,,,,2.5,2.3,3.9,-7.8,,,,,,,,,,,1.6,,
131,2015-02-20,5.1,-2.2,428,12.2,1539,,,,,,,4.1,250,1509,2.1,250,1513,0.8,706,-3.9,33,1539,55,4.6,1019.1,1029,945,1023.3,2357,1026.3,11,8,1200,2.27,12.86,,,,,,4.5,2.6,4.7,-8.9,,,,,,,,,,,1.5,0.1,
131,2015-02-21,7,6,204,7.5,136,11.92,,,,,5.5,6.1,140,953,3.3,140,954,1,872,2.9,50,429,77.1,7.7,1011.2,1023.3,1,1014.5,2359,1018.2,11.1,0,1200,0.35,2.33,,,,,,10,4.9,5.8,2.2,,,,,,,,,,,0.2,7.4,
131,2015-02-22,5.5,1.2,2400,9.8,1445,5.67,,,,,2,7,290,1627,3.5,270,1533,1.6,1347,0.7,45,1555,73.5,6.8,1010.2,1021.5,2344,1013.8,539,1017.2,11.1,5.4,1100,2.13,10.06,,,,,,7.4,5.8,7.4,-0.4,,,,,,,,,,,2,,3.67
131,2015-02-23,2.7,0.8,559,7.4,1501,,,,,,,7.1,320,1523,3.5,340,1528,1.5,1335,-5,42,1502,57.4,4.2,1013.3,1023.1,926,1018.8,1624,1020.5,11.1,6.2,1200,2.39,11.89,,,,,,5.3,4.3,5.6,-3.2,,,,,,,,,,,1.8,,
131,2015-02-24,3.8,0,616,9.4,1529,,,,,,,6.6,340,1631,2.9,340,1635,1.1,960,-4.9,30,1551,54.9,4.3,1012.3,1020.9,2318,1017.2,1553,1019.4,11.2,8.2,1200,2.33,13.83,,,,,,3.1,1.9,5.3,-4,,,,,,,,,,,2,,
131,2015-02-25,6.5,0,710,13.4,1433,,,,,,,5.9,250,1656,3,230,1704,1.1,940,-5.6,19,1443,46.1,4.1,1011.8,1021.7,825,1015.6,1710,1018.8,11.2,6.1,1300,2.02,11,,,,,,8.4,3.3,6.3,-3.1,,,,,,,,,,,2.3,0.3,
131,2015-02-26,3.2,-1.6,2347,8.1,1,5,,,,,0.3,10.7,270,1554,5,270,1556,2.4,2103,-8.3,23,1359,45,3.5,1013,1025,2356,1016.4,341,1020.2,11.3,7.9,1300,2.46,14.37,,,,,,4.3,3.5,6,-3.5,,,,,,,,,,,3,,
131,2015-02-27,-0.1,-3.3,709,3.5,1537,,,,,,,8.2,20,1116,3.8,340,1124,1.9,1645,-13.1,25,1442,37.9,2.3,1020.4,1030.5,2234,1024.9,5,1027.7,11.3,9.8,1200,2.44,15.48,,,,,,4,0.8,3.5,-5.5,,,,,,,,,,,2.1,,
131,2015-02-28,2.9,-2.6,538,7.4,1600,,,,,,,5.8,110,1607,3,160,1425,1.2,1079,-7.4,34,1034,47.5,3.6,1019.6,1030.8,758,1021.9,2400,1026.8,11.3,0.1,1300,0.82,6.07,,,,,,7.9,5.6,2.8,-8.1,,,,,,,,,,,1.4,0.2,
131,2015-03-01,3.4,1.1,2339,8,1511,4.33,,,,,0.5,9.1,340,1644,4.6,270,1503,1.8,1554,-3.9,35,1548,61.3,4.7,1013.2,1022.5,2156,1017.8,1415,1020.3,11.4,5.8,1500,1.68,10.47,,,,,,5.5,4,5,-4.5,,,,,,,,,,,2,0.3,
131,2015-03-02,4.4,-1.8,653,11,1531,,,,,,,6,250,1145,3.5,250,1147,1.2,996,-8.1,21,1534,42.9,3.3,1012.6,1022.7,948,1016.2,1730,1019.7,11.4,10,1200,2.58,16.81,,,,,,0,0,4.9,-8.6,,,,,,,,,,,3,,
131,2015-03-03,4.6,0.8,2358,9.9,1435,4.5,,,,,0.5,9,250,2326,3.6,270,2303,1.5,1274,-4.3,34,1052,54.4,4.6,1006.4,1018.1,51,1009,1556,1013.5,11.5,0.5,1400,1.13,6.8,,,,,,9.1,6.4,5.8,-1.7,,,,,,,,,,,1.5,0.5,
131,2015-03-04,-0.2,-2.8,653,4.4,1437,,,,,,,11.9,250,1207,5,270,1046,2.5,2149,-12.5,23,1321,40.1,2.4,1015,1027.2,2354,1016,1,1022.2,11.5,9.9,1200,2.69,18.07,,,,,,1.1,1.1,3.9,-6.6,,,,,,,,,,,3.1,,
131,2015-03-05,0.9,-4.3,649,6.5,1604,,,,,,,5.7,340,1805,2.9,50,1756,1.1,935,-11,18,1521,43.8,2.7,1019.4,1028.9,1017,1024.5,1652,1026.7,11.5,9.1,1300,2.46,15.81,,,,,,2.6,0.8,3.7,-10.8,,,,,,,,,,,2.6,,
131,2015-03-06,4.3,-2.8,518,12.4,1450,,,,,,,5.5,250,1431,2.7,250,1301,1,873,-8.5,18,1620,41.5,3.2,1016.7,1026.5,210,1020.9,1642,1023.9,11.6,10,1200,2.6,17.12,,,,,,0.5,0,5.1,-9.1,,,,,,,,,,,3.3,,
131,2015-03-07,4.9,-2,627,12.4,1550,,,,,,,5.3,340,1428,2.5,230,1509,1,838,-8.8,15,1503,39.6,3.2,1016.8,1025.8,2213,1021.6,1505,1023.9,11.6,10.2,1200,2.63,17.69,,,,,,1,0,5.7,-9.1,,,,,,,,,,,3.1,,
131,2015-03-08,8.2,-1.4,650,17.1,1508,,,,,,,5.2,140,1525,3.1,160,1455,1,865,-6.6,14,1519,39.4,3.8,1015.5,1026.5,849,1019.2,1507,1022.5,11.7,9.3,1200,2.48,15.75,,,,,,2.8,0,6.6,-7.5,,,,,,,,,,,3.8,,
131,2015-03-09,4.4,-3.5,2354,9.8,1136,,,,,,,10.7,270,1147,5.2,270,1907,2.4,2051,-10.5,19,1227,33.6,2.9,1014,1025.1,2235,1018.4,631,1021.1,11.7,8.7,1200,2.61,16.52,,,,,,4.3,2,7.9,-4.8,,,,,,,,,,,4.1,,
131,2015-03-10,-1.9,-5.1,446,2.1,1559,,,,,,,12,340,947,5.3,320,952,2.9,2527,-16.2,20,1538,33.4,1.8,1018.2,1027.3,911,1023.6,1455,1025.5,11.7,10.4,1200,2.8,19.34,,,,,,1.5,1.5,3.2,-7.4,,,,,,,,,,,3.1,0,
131,2015-03-11,2.4,-3.1,705,8.8,1542,0.5,,,,,0,11.9,290,1236,5.4,250,1538,2.3,1979,-8.8,26,2015,44.6,3.2,1014.1,1025.9,1,1016.5,1455,1021.2,11.8,9.1,1100,2.46,13.97,,,,,,3.3,3.3,3.3,-9.1,,,,,,,,,,,3.1,,
131,2015-03-12,3.9,-2.7,644,10.9,1443,,,,,,,8.1,230,1503,3.8,270,1431,1.5,1306,-12.1,15,1552,33.6,2.5,1013.2,1022.8,839,1017.9,1438,1020.3,11.8,10.7,1200,2.69,18.59,,,,,,2.5,1.8,4.9,-9.1,,,,,,,,,,,3,3,
131,2015-03-13,7.2,3.2,2338,12.9,1529,4.33,,,,,3,7.8,290,1555,3.5,230,505,1.8,1521,-5.7,15,1452,46.6,4.5,1012.4,1023.1,2357,1017.1,432,1019.5,11.8,6.9,1200,2.58,14.96,,,,,,4.9,3.1,7.6,-5.3,,,,,,,,,,,3.4,,
131,2015-03-14,5.5,-0.7,635,12.2,1515,,,,,,,6.3,290,1834,3.2,290,1839,1,863,-9.1,19,1404,36.1,3.1,1016.6,1026.5,909,1022,1659,1023.7,11.9,9.1,1200,2.76,17.49,,,,,,2.6,0,5.7,-8.1,,,,,,,,,,,3,,
131,2015-03-15,6.9,-0.6,646,15,1617,,,,,,,5.6,290,1720,2.6,320,1725,1,838,-7.4,17,1512,38.8,3.5,1015.3,1024.3,816,1019.6,1530,1022.4,11.9,9.9,1200,2.56,16.79,,,,,,2.5,0,7.2,-6.5,,,,,,,,,,,3.1,,
131,2015-03-16,10.2,1.4,604,20.1,1620,,,,,,,4.1,230,1721,2.1,250,1722,0.7,630,-6.7,14,1411,32.1,3.7,1013.7,1023.8,616,1017.1,1648,1020.6,12,9.4,1300,2.66,16.37,,,,,,2.3,0,9.2,-4.8,,,,,,,,,,,3.4,,
131,2015-03-17,13.1,4.8,540,20.6,1504,,,,,,,5.5,50,1712,3,20,1808,0.9,817,-3,19,1717,35,4.9,1010.6,1020.2,804,1015.1,1456,1017.5,12,5.5,1200,2.09,11.93,,,,,,6.8,2,10.1,-2.1,,,,,,,,,,,3.4,3,
131,2015-03-18,10.3,8.6,801,13.5,1,16.5,,,,,36.5,6,50,2201,3.9,50,1505,1.7,1509,6.4,32,1,80.9,9.9,1004.7,1016.1,1,1008.1,1841,1011.6,12,0,1000,0.34,1.85,,,,,,9.9,7.3,9.2,7.1,,,,,,,,,,,2.8,33.5,
