"BIZ_UNIT","PD_S_C","PD_S_NM","PD_M_NM","PD_H_NM","cnt.x","cnt.y","percent"
"A03",705,"과실주병","주방용품","생활잡화",15,7822,0.001917668
"A03",693,"국그릇","주방용품","생활잡화",37,7822,0.004730248
"A03",748,"국자/뒤지개/주걱","주방용품","생활잡화",69,7822,0.008821273
"A03",716,"그릴/구이불판","주방용품","생활잡화",10,7822,0.001278445
"A03",710,"냄비","주방용품","생활잡화",22,7822,0.00281258
"A03",699,"다기류","주방용품","생활잡화",1,7822,0.000127845
"A03",694,"대접/볼","주방용품","생활잡화",8,7822,0.001022756
"A03",747,"도마","주방용품","생활잡화",17,7822,0.002173357
"A03",707,"도시락/찬합","주방용품","생활잡화",4,7822,0.000511378
"A03",711,"뚝배기","주방용품","생활잡화",2,7822,0.000255689
"A03",704,"물병","주방용품","생활잡화",37,7822,0.004730248
"A03",709,"반찬통/밀폐용기","주방용품","생활잡화",158,7822,0.020199437
"A03",692,"밥공기","주방용품","생활잡화",1,7822,0.000127845
"A03",706,"보온병/텀블러","주방용품","생활잡화",8,7822,0.001022756
"A03",761,"비닐장갑","주방용품","생활잡화",448,7822,0.057274354
"A03",713,"솥","주방용품","생활잡화",2,7822,0.000255689
"A03",757,"수세미/솔","주방용품","생활잡화",430,7822,0.054973153
"A03",700,"숟가락/젓가락","주방용품","생활잡화",10,7822,0.001278445
"A03",755,"식기건조대/수저통","주방용품","생활잡화",3,7822,0.000383534
"A03",762,"싱크대/배수구용품","주방용품","생활잡화",11,7822,0.00140629
"A03",712,"압력솥","주방용품","생활잡화",5,7822,0.000639223
"A03",708,"양념통","주방용품","생활잡화",8,7822,0.001022756
"A03",750,"양푼/믹싱볼","주방용품","생활잡화",14,7822,0.001789824
"A03",752,"얼음/빙수용품","주방용품","생활잡화",4,7822,0.000511378
"A03",749,"오프너/와인스크류","주방용품","생활잡화",5,7822,0.000639223
"A03",703,"유아동숟가락/젓가락/포크","주방용품","생활잡화",1,7822,0.000127845
"A03",702,"유아동식기/식판","주방용품","생활잡화",1,7822,0.000127845
"A03",697,"음료용컵","주방용품","생활잡화",30,7822,0.003835336
"A03",768,"일회용용기","주방용품","생활잡화",195,7822,0.024929686
"A03",769,"일회용젓가락/숟가락","주방용품","생활잡화",157,7822,0.020071593
"A03",763,"장바구니","주방용품","생활잡화",1,7822,0.000127845
"A03",695,"접시","주방용품","생활잡화",198,7822,0.025313219
"A03",767,"종이컵","주방용품","생활잡화",502,7822,0.06417796
"A03",698,"주류잔","주방용품","생활잡화",29,7822,0.003707492
"A03",745,"주방칼/가위","주방용품","생활잡화",35,7822,0.004474559
"A03",714,"주전자","주방용품","생활잡화",3,7822,0.000383534
"A03",760,"지퍼백/비닐백","주방용품","생활잡화",43,7822,0.005497315
"A03",696,"찬기/종지","주방용품","생활잡화",4,7822,0.000511378
"A03",751,"채반/바구니/쟁반","주방용품","생활잡화",11,7822,0.00140629
"A03",746,"채칼/강판/절구","주방용품","생활잡화",15,7822,0.001917668
"A03",753,"커피용품","주방용품","생활잡화",3,7822,0.000383534
"A03",765,"테이블데코","주방용품","생활잡화",5,7822,0.000639223
"A03",701,"포크/나이프","주방용품","생활잡화",3,7822,0.000383534
"A03",715,"프라이팬","주방용품","생활잡화",100,7822,0.012784454
"A03",764,"핸드카트","주방용품","생활잡화",1,7822,0.000127845
"A03",758,"행주","주방용품","생활잡화",66,7822,0.00843774
"A03",759,"호일/랩/기름종이","주방용품","생활잡화",903,7822,0.115443621
"A03",772,"걸레/청소포","청소욕실용품","생활잡화",82,7822,0.010483252
"A03",888,"놀이방매트","청소욕실용품","생활잡화",3,7822,0.000383534
"A03",782,"다림판","청소욕실용품","생활잡화",4,7822,0.000511378
"A03",785,"목욕타올","청소욕실용품","생활잡화",111,7822,0.014190744
"A03",771,"밀대청소기","청소욕실용품","생활잡화",20,7822,0.002556891
"A03",778,"바구니","청소욕실용품","생활잡화",6,7822,0.000767067
"A03",787,"변기시트/커버","청소욕실용품","생활잡화",10,7822,0.001278445
"A03",773,"빗자루/쓰레받이","청소욕실용품","생활잡화",10,7822,0.001278445
"A03",781,"빨래건조대","청소욕실용품","생활잡화",10,7822,0.001278445
"A03",783,"세탁/건조보조용품","청소욕실용품","생활잡화",62,7822,0.007926362
"A03",784,"수건","청소욕실용품","생활잡화",17,7822,0.002173357
"A03",779,"옷걸이","청소욕실용품","생활잡화",8,7822,0.001022756
"A03",786,"욕실발판","청소욕실용품","생활잡화",1,7822,0.000127845
"A03",789,"욕실소품","청소욕실용품","생활잡화",22,7822,0.00281258
"A03",788,"욕실화","청소욕실용품","생활잡화",47,7822,0.006008693
"A03",775,"테이프크리너","청소욕실용품","생활잡화",32,7822,0.004091025
"A03",774,"휴지통","청소욕실용품","생활잡화",5,7822,0.000639223
"A03",158,"김선물세트","건어가공","수산",21,7822,0.002684735
"A03",154,"김자반/부각/튀각","건어가공","수산",341,7822,0.043594988
"A03",157,"멸치선물세트","건어가공","수산",2,7822,0.000255689
"A03",146,"원물천연조미료","건어가공","수산",30,7822,0.003835336
"A03",153,"조미도시락김","건어가공","수산",1158,7822,0.148043979
"A03",140,"조미오징어","건어가공","수산",316,7822,0.040398875
"A03",152,"조미전장김","건어가공","수산",673,7822,0.086039376
"A03",142,"쥐치포","건어가공","수산",265,7822,0.033878803
"A03",141,"훈제/구이오징어","건어가공","수산",164,7822,0.020966505
"A03",155,"건다시마","건어류","수산",120,7822,0.015341345
"A03",156,"건미역","건어류","수산",574,7822,0.073382767
"A03",137,"건새우","건어류","수산",49,7822,0.006264383
"A03",139,"건오징어","건어류","수산",265,7822,0.033878803
"A03",138,"건홍합","건어류","수산",442,7822,0.056507287
"A03",135,"국물용건멸치","건어류","수산",276,7822,0.035285093
"A03",151,"마른김","건어류","수산",159,7822,0.020327282
"A03",136,"볶음조림용건멸치","건어류","수산",249,7822,0.031833291
"A03",143,"어포류","건어류","수산",1,7822,0.000127845
"A03",144,"황태/북어류","건어류","수산",92,7822,0.011761698
"A03",145,"황태채","건어류","수산",156,7822,0.019943748
"A03",148,"과메기","선어가공","수산",29,7822,0.003707492
"A03",147,"굴비류","선어가공","수산",121,7822,0.015469189
"A03",159,"굴비선물세트","선어가공","수산",1,7822,0.000127845
"A03",186,"대구전감","선어가공","수산",37,7822,0.004730248
"A03",187,"명태전감","선어가공","수산",76,7822,0.009716185
"A03",150,"반건생선류","선어가공","수산",363,7822,0.046407568
"A03",160,"반건생선선물세트","선어가공","수산",2,7822,0.000255689
"A03",226,"생선선물세트","선어가공","수산",2,7822,0.000255689
"A03",544,"즉석젓갈류","선어가공","수산",4,7822,0.000511378
"A03",149,"코다리","선어가공","수산",89,7822,0.011378164
"A03",181,"포장고등어","선어가공","수산",19,7822,0.002429046
"A03",183,"포장날치알","선어가공","수산",25,7822,0.003196114
"A03",184,"포장새우살","선어가공","수산",105,7822,0.013423677
"A03",182,"포장연어","선어가공","수산",39,7822,0.004985937
"A03",185,"포장해물류","선어가공","수산",146,7822,0.018665303
"A03",162,"가자미","선어류","수산",111,7822,0.014190744
"A03",163,"갈치","선어류","수산",281,7822,0.035924316
"A03",192,"갑오징어","선어류","수산",1,7822,0.000127845
"A03",164,"고등어","선어류","수산",313,7822,0.040015341
"A03",198,"광어회","선어류","수산",1,7822,0.000127845
"A03",165,"꽁치","선어류","수산",62,7822,0.007926362
"A03",166,"대구","선어류","수산",65,7822,0.008309895
"A03",167,"도미","선어류","수산",4,7822,0.000511378
"A03",168,"명태","선어류","수산",119,7822,0.0152135
"A03",169,"민어","선어류","수산",3,7822,0.000383534
"A03",171,"삼치","선어류","수산",170,7822,0.021733572
"A03",179,"생선알","선어류","수산",2,7822,0.000255689
"A03",172,"아귀","선어류","수산",32,7822,0.004091025
"A03",173,"연어","선어류","수산",16,7822,0.002045513
"A03",191,"오징어","선어류","수산",652,7822,0.083354641
"A03",174,"우럭","선어류","수산",21,7822,0.002684735
"A03",175,"은어","선어류","수산",27,7822,0.003451803
"A03",176,"임연수","선어류","수산",41,7822,0.005241626
"A03",178,"장어","선어류","수산",27,7822,0.003451803
"A03",177,"전어","선어류","수산",27,7822,0.003451803
"A03",170,"조기류","선어류","수산",85,7822,0.010866786
"A03",199,"홍어회","선어류","수산",4,7822,0.000511378
"A03",207,"개조개","해물류","수산",36,7822,0.004602403
"A03",208,"골뱅이","해물류","수산",3,7822,0.000383534
"A03",209,"굴","해물류","수산",467,7822,0.059703401
"A03",210,"꼬막","해물류","수산",51,7822,0.006520072
"A03",201,"꽃게","해물류","수산",163,7822,0.02083866
"A03",189,"낙지","해물류","수산",50,7822,0.006392227
"A03",202,"대게","해물류","수산",10,7822,0.001278445
"A03",211,"대합","해물류","수산",20,7822,0.002556891
"A03",204,"랍스터","해물류","수산",59,7822,0.007542828
"A03",196,"멍게","해물류","수산",32,7822,0.004091025
"A03",212,"모시조개","해물류","수산",30,7822,0.003835336
"A03",190,"문어","해물류","수산",44,7822,0.00562516
"A03",195,"미더덕류","해물류","수산",39,7822,0.004985937
"A03",213,"바지락","해물류","수산",330,7822,0.042188699
"A03",205,"새우","해물류","수산",233,7822,0.029787778
"A03",214,"생합","해물류","수산",31,7822,0.003963181
"A03",218,"우렁이","해물류","수산",69,7822,0.008821273
"A03",215,"전복","해물류","수산",167,7822,0.021350038
"A03",193,"주꾸미","해물류","수산",143,7822,0.018281769
"A03",216,"키조개","해물류","수산",22,7822,0.00281258
"A03",197,"해삼","해물류","수산",13,7822,0.001661979
"A03",203,"홍게","해물류","수산",29,7822,0.003707492
"A03",217,"홍합","해물류","수산",73,7822,0.009332651
"A03",435,"과일음료","과채음료","간식",1899,7822,0.242776783
"A03",446,"과채음료세트","과채음료","간식",324,7822,0.041421631
"A03",437,"과채혼합음료","과채음료","간식",27,7822,0.003451803
"A03",438,"어린이음료","과채음료","간식",576,7822,0.073638456
"A03",436,"채소음료","과채음료","간식",208,7822,0.026591665
"A03",445,"기능성음료세트","기능성음료","간식",7,7822,0.000894912
"A03",430,"비타민/에너지음료","기능성음료","간식",613,7822,0.078368704
"A03",433,"숙취해소음료","기능성음료","간식",71,7822,0.009076962
"A03",429,"스포츠음료","기능성음료","간식",1076,7822,0.137560726
"A03",431,"식이섬유음료","기능성음료","간식",76,7822,0.009716185
"A03",432,"한방음료","기능성음료","간식",54,7822,0.006903605
"A03",444,"유아두유","두유","간식",2,7822,0.000255689
"A03",443,"일반두유","두유","간식",620,7822,0.079263615
"A03",439,"일반차음료","차음료","간식",938,7822,0.119918179
"A03",440,"전통차음료","차음료","간식",326,7822,0.04167732
"A03",441,"커피음료","커피음료","간식",1236,7822,0.158015853
"A03",442,"파우치/즉석음료","커피음료","간식",256,7822,0.032728203
"A03",471,"무알콜맥주","맥주","주류",58,7822,0.007414983
"A03",426,"사이다","탄산음료","간식",1098,7822,0.140373306
"A03",427,"콜라","탄산음료","간식",1274,7822,0.162873945
"A03",425,"탄산수","탄산음료","간식",1071,7822,0.136921503
"A03",428,"혼합탄산","탄산음료","간식",1482,7822,0.18946561
"A03",416,"맛밤류","가공건식품","일반식품",137,7822,0.017514702
"A03",417,"안주용육포류","가공건식품","일반식품",253,7822,0.032344669
"A03",866,"건강보조식품세트","건강식품","일반식품",57,7822,0.007287139
"A03",871,"꿀세트","건강식품","일반식품",7,7822,0.000894912
"A03",870,"양봉꿀","건강식품","일반식품",1,7822,0.000127845
"A03",865,"일반비타민","건강식품","일반식품",66,7822,0.00843774
"A03",869,"토종꿀","건강식품","일반식품",108,7822,0.01380721
"A03",868,"홍삼/인삼혼합세트","건강식품","일반식품",1,7822,0.000127845
"A03",867,"홍삼세트","건강식품","일반식품",26,7822,0.003323958
"A03",325,"골뱅이통조림","병통조림","일반식품",271,7822,0.034645871
"A03",323,"과일병통조림","병통조림","일반식품",272,7822,0.034773715
"A03",336,"과일잼","병통조림","일반식품",320,7822,0.040910253
"A03",326,"꽁치고등어통조림","병통조림","일반식품",533,7822,0.06814114
"A03",330,"닭고기통조림","병통조림","일반식품",79,7822,0.010099719
"A03",337,"스프레드","병통조림","일반식품",2,7822,0.000255689
"A03",327,"연어통조림","병통조림","일반식품",191,7822,0.024418307
"A03",335,"연어통조림세트","병통조림","일반식품",5,7822,0.000639223
"A03",324,"참치통조림","병통조림","일반식품",1143,7822,0.14612631
"A03",333,"참치통조림세트","병통조림","일반식품",4,7822,0.000511378
"A03",322,"채소병통조림","병통조림","일반식품",662,7822,0.084633086
"A03",334,"통조림혼합세트","병통조림","일반식품",53,7822,0.006775761
"A03",329,"햄통조림","병통조림","일반식품",793,7822,0.101380721
"A03",332,"햄통조림세트","병통조림","일반식품",17,7822,0.002173357
"A03",338,"분유","유아식품","유아",46,7822,0.005880849
"A03",340,"유아과자","유아식품","유아",49,7822,0.006264383
"A03",341,"유아음료","유아식품","유아",13,7822,0.001661979
"A03",339,"이유식","유아식품","유아",14,7822,0.001789824
"A03",321,"분말스프","즉석식품","일반식품",393,7822,0.050242905
"A03",320,"분말카레짜장","즉석식품","일반식품",516,7822,0.065967783
"A03",318,"즉석국/찌개","즉석식품","일반식품",166,7822,0.021222194
"A03",316,"즉석누룽지","즉석식품","일반식품",69,7822,0.008821273
"A03",311,"즉석덮밥류","즉석식품","일반식품",30,7822,0.003835336
"A03",317,"즉석면류","즉석식품","일반식품",92,7822,0.011761698
"A03",312,"즉석밥","즉석식품","일반식품",990,7822,0.126566096
"A03",315,"즉석스프","즉석식품","일반식품",21,7822,0.002684735
"A03",314,"즉석죽","즉석식품","일반식품",151,7822,0.019304526
"A03",310,"즉석카레짜장","즉석식품","일반식품",977,7822,0.124904117
"A03",313,"즉석컵밥","즉석식품","일반식품",104,7822,0.013295832
"A03",459,"곡물/견과차","차류","일반식품",205,7822,0.026208131
"A03",458,"과실차","차류","일반식품",165,7822,0.021094349
"A03",457,"녹차/홍차","차류","일반식품",207,7822,0.02646382
"A03",456,"식수용차","차류","일반식품",346,7822,0.044234211
"A03",463,"아이스티","차류","일반식품",71,7822,0.009076962
"A03",461,"전통/한방차","차류","일반식품",72,7822,0.009204807
"A03",465,"차세트","차류","일반식품",88,7822,0.01125032
"A03",462,"코코아","차류","일반식품",174,7822,0.02224495
"A03",460,"허브/꽃차","차류","일반식품",101,7822,0.012912299
"A03",452,"믹스커피","커피류","일반식품",967,7822,0.123625671
"A03",449,"분쇄/홀빈원두커피","커피류","일반식품",36,7822,0.004602403
"A03",450,"스틱원두커피","커피류","일반식품",430,7822,0.054973153
"A03",453,"아이스믹스커피","커피류","일반식품",58,7822,0.007414983
"A03",451,"용기/리필커피","커피류","일반식품",216,7822,0.027614421
"A03",448,"캡슐원두커피","커피류","일반식품",7,7822,0.000894912
"A03",464,"커피세트","커피류","일반식품",28,7822,0.003579647
"A03",455,"커피크리머","커피류","일반식품",103,7822,0.013167988
"A03",454,"컵커피차류","커피류","일반식품",120,7822,0.015341345
"A03",447,"티백/드립원두커피","커피류","일반식품",25,7822,0.003196114
"A03",627,"구강청정제","구강용품","일상용품",244,7822,0.031194068
"A03",626,"전동칫솔/칫솔모","구강용품","일상용품",3,7822,0.000383534
"A03",624,"치약","구강용품","일상용품",694,7822,0.088724111
"A03",629,"치약/칫솔세트","구강용품","일상용품",51,7822,0.006520072
"A03",625,"칫솔","구강용품","일상용품",721,7822,0.092175914
"A03",604,"린스/컨디셔너","두발용품","일상용품",359,7822,0.04589619
"A03",603,"샴푸","두발용품","일상용품",436,7822,0.05574022
"A03",605,"샴푸/린스세트","두발용품","일상용품",284,7822,0.03630785
"A03",611,"염모제","두발용품","일상용품",180,7822,0.023012017
"A03",606,"트리트먼트/팩","두발용품","일상용품",171,7822,0.021861417
"A03",609,"헤어무스/젤","두발용품","일상용품",19,7822,0.002429046
"A03",608,"헤어스프레이","두발용품","일상용품",50,7822,0.006392227
"A03",607,"헤어에센스","두발용품","일상용품",111,7822,0.014190744
