"BIZ_UNIT","PD_S_C","PD_S_NM","PD_M_NM","PD_H_NM","cnt.x","cnt.y","percent"
"A02",1303,"온라인수입과자","수입과자","과자",1,13538,7.39e-05
"A02",1436,"샌드","비스켓","과자",3308,13538,0.244349239
"A02",1460,"스틱과자","비스켓","과자",1663,13538,0.122839415
"A02",1559,"온라인 비스켓","비스켓","과자",19,13538,0.001403457
"A02",51,"쿠키","비스켓","과자",2671,13538,0.197296499
"A02",1435,"크래커","비스켓","과자",3346,13538,0.247156153
"A02",1441,"기능성껌","껌","과자",1943,13538,0.143521938
"A02",1182,"일반껌","껌","과자",652,13538,0.048160733
"A02",1294,"간식용소시지","간식용과자","과자",1415,13538,0.104520609
"A02",1296,"맛밤류","간식용과자","과자",472,13538,0.034864825
"A02",269,"새치용염색약","헤어스타일링","생필품",733,13538,0.054143891
"A02",270,"칼라용염색약","헤어스타일링","생필품",205,13538,0.015142562
"A02",78,"헤어스타일링","헤어스타일링","생필품",562,13538,0.041512779
"A02",273,"일반린스단품","일반헤어케어","생필품",377,13538,0.02784754
"A02",272,"일반샴푸단품","일반헤어케어","생필품",614,13538,0.045353819
"A02",277,"내추럴샴푸","기능헤어케어","생필품",532,13538,0.039296794
"A02",276,"두피샴푸","기능헤어케어","생필품",344,13538,0.025409957
"A02",275,"모근/한방샴푸","기능헤어케어","생필품",800,13538,0.059092924
"A02",169,"모발영양케어","기능헤어케어","생필품",880,13538,0.065002216
"A02",170,"온라인기능헤어케어","기능헤어케어","생필품",1,13538,7.39e-05
"A02",168,"프리미엄샴푸","기능헤어케어","생필품",898,13538,0.066331807
"A02",77,"구강청결제","구강용품","생필품",1174,13538,0.086718865
"A02",1569,"온라인 구강용품","구강용품","생필품",1,13538,7.39e-05
"A02",125,"전동칫솔","구강용품","생필품",119,13538,0.008790072
"A02",268,"치간칫솔","구강용품","생필품",647,13538,0.047791402
"A02",75,"치약","구강용품","생필품",2573,13538,0.190057616
"A02",76,"칫솔","구강용품","생필품",3135,13538,0.231570394
"A02",342,"남성벨트","지갑/벨트","남성",92,13538,0.006795686
"A02",1113,"남성바디케어","남성용품","남성",4,13538,0.000295465
"A02",1114,"남성헤어케어","남성용품","남성",20,13538,0.001477323
"A02",1115,"남성훼이셜케어","남성용품","남성",71,13538,0.005244497
"A02",1116,"면도기","남성용품","남성",1088,13538,0.080366376
"A02",1117,"면도보조용품","남성용품","남성",557,13538,0.041143448
"A02",400,"골프캐주얼","시티캐주얼","남성",257,13538,0.018983602
"A02",399,"타운캐주얼","시티캐주얼","남성",250,13538,0.018466539
"A02",396,"셔츠","비즈니스정장","남성",187,13538,0.013812971
"A02",397,"캐릭터정장","비즈니스정장","남성",3,13538,0.000221598
"A02",398,"포말정장","비즈니스정장","남성",238,13538,0.017580145
"A02",395,"SPA","복합샵","남성",269,13538,0.019869996
"A02",126,"남성병행수입","병행수입","남성",19,13538,0.001403457
"A02",416,"아동병행수입","병행수입","남성",3,13538,0.000221598
"A02",424,"남성이지캐주얼상의","남성이지캐주얼","남성",198,13538,0.014625499
"A02",426,"남성이지캐주얼아우터","남성이지캐주얼","남성",119,13538,0.008790072
"A02",425,"남성이지캐주얼하의","남성이지캐주얼","남성",148,13538,0.010932191
"A02",421,"남성어덜트캐주얼상의","남성어덜트캐주얼","남성",66,13538,0.004875166
"A02",423,"남성어덜트캐주얼아우터","남성어덜트캐주얼","남성",1,13538,7.39e-05
"A02",422,"남성어덜트캐주얼하의","남성어덜트캐주얼","남성",63,13538,0.004653568
"A02",417,"남성베이직상의","남성베이직","남성",53,13538,0.003914906
"A02",297,"남성양말덧신","덧신","남성",102,13538,0.007534348
"A02",184,"기능성양말","남성양말","남성",146,13538,0.010784459
"A02",189,"남성묶음양말","남성양말","남성",620,13538,0.045797016
"A02",186,"남성양말기획","남성양말","남성",150,13538,0.011079923
"A02",188,"망사양말","남성양말","남성",9,13538,0.000664795
"A02",187,"발가락양말","남성양말","남성",71,13538,0.005244497
"A02",181,"비즈니스양말","남성양말","남성",284,13538,0.020977988
"A02",185,"스니커즈","남성양말","남성",39,13538,0.00288078
"A02",182,"캐주얼양말","남성양말","남성",115,13538,0.008494608
"A02",89,"샤프","필기도구","문구",290,13538,0.021421185
"A02",90,"수정용품","필기도구","문구",593,13538,0.04380263
"A02",85,"연필","필기도구","문구",303,13538,0.022381445
"A02",88,"연필깎이","필기도구","문구",119,13538,0.008790072
"A02",86,"펜","필기도구","문구",988,13538,0.072979761
"A02",87,"필통/파우치","필기도구","문구",200,13538,0.014773231
"A02",580,"파우치/가방","파티/팬시","문구",10,13538,0.000738662
"A02",581,"파티용품","파티/팬시","문구",398,13538,0.02939873
"A02",582,"패션스티커","파티/팬시","문구",20,13538,0.001477323
"A02",583,"팬시스티커","파티/팬시","문구",472,13538,0.034864825
"A02",584,"팬시용품","파티/팬시","문구",1000,13538,0.073866155
"A02",585,"편지/카드","파티/팬시","문구",363,13538,0.026813414
"A02",586,"포장용품","파티/팬시","문구",721,13538,0.053257497
"A02",94,"OA용품","오피스용품","문구",869,13538,0.064189688
"A02",92,"게시용품","오피스용품","문구",43,13538,0.003176245
"A02",93,"데스크정리용품","오피스용품","문구",324,13538,0.023932634
"A02",96,"사무용지","오피스용품","문구",414,13538,0.030580588
"A02",95,"서식지","오피스용품","문구",329,13538,0.024301965
"A02",1585,"앨범","오피스용품","문구",35,13538,0.002585315
"A02",97,"오피스스티커","오피스용품","문구",590,13538,0.043581031
"A02",91,"접착용품","오피스용품","문구",1327,13538,0.098020387
"A02",154,"파일/바인더","오피스용품","문구",497,13538,0.036711479
"A02",567,"공예용품","미술용품","문구",428,13538,0.031614714
"A02",568,"물감류","미술용품","문구",121,13538,0.008937805
"A02",569,"색연필/파스텔","미술용품","문구",415,13538,0.030654454
"A02",570,"서예용품","미술용품","문구",25,13538,0.001846654
"A02",571,"스케치북/종합장","미술용품","문구",421,13538,0.031097651
"A02",572,"싸인펜","미술용품","문구",124,13538,0.009159403
"A02",573,"채색도구","미술용품","문구",127,13538,0.009381002
"A02",574,"크레파스","미술용품","문구",14,13538,0.001034126
"A02",587,"수첩메모","노트","문구",279,13538,0.020608657
"A02",588,"일반노트","노트","문구",670,13538,0.049490324
"A02",589,"초등노트","노트","문구",21,13538,0.001551189
"A02",575,"교구류","교육보조재","문구",355,13538,0.026222485
"A02",576,"만들기용품","교육보조재","문구",498,13538,0.036785345
"A02",577,"온라인교육보조재","교육보조재","문구",4,13538,0.000295465
"A02",578,"피아노","교육보조재","문구",66,13538,0.004875166
"A02",579,"학습악기류","교육보조재","문구",116,13538,0.008568474
"A02",1124,"마스크팩","훼이셜케어","미용",139,13538,0.010267395
"A02",1125,"성인스킨케어","훼이셜케어","미용",293,13538,0.021642783
"A02",1126,"온라인스킨케어","훼이셜케어","미용",3,13538,0.000221598
"A02",1127,"코스메슈티컬","훼이셜케어","미용",28,13538,0.002068252
"A02",1128,"틴스킨케어","훼이셜케어","미용",136,13538,0.010045797
"A02",1129,"훼이셜클렌저","훼이셜케어","미용",732,13538,0.054070025
"A02",1133,"네일케어","풋/핸드케어","미용",54,13538,0.003988772
"A02",1134,"풋케어","풋/핸드케어","미용",199,13538,0.014699365
"A02",1135,"핸드케어","풋/핸드케어","미용",239,13538,0.017654011
"A02",1146,"디퓨져","아로마","미용",90,13538,0.006647954
"A02",1147,"방향제","아로마","미용",346,13538,0.025557689
"A02",1148,"온라인아로마","아로마","미용",1,13538,7.39e-05
"A02",1149,"입욕제","아로마","미용",1,13538,7.39e-05
"A02",1150,"향수","아로마","미용",6,13538,0.000443197
"A02",1151,"향초","아로마","미용",69,13538,0.005096765
"A02",1130,"베이비스킨케어","베이비케어","미용",592,13538,0.043728763
"A02",1131,"베이비클렌저","베이비케어","미용",290,13538,0.021421185
"A02",1132,"임산부케어","베이비케어","미용",34,13538,0.002511449
"A02",1120,"미용비누","바디케어","미용",1161,13538,0.085758605
"A02",1121,"바디스킨케어","바디케어","미용",831,13538,0.061382774
"A02",1122,"바디클린져","바디케어","미용",1419,13538,0.104816073
"A02",1123,"핸드워시","바디케어","미용",1058,13538,0.078150391
"A02",1137,"메이크업브러쉬","미용소품","미용",14,13538,0.001034126
"A02",1138,"메탈","미용소품","미용",167,13538,0.012335648
"A02",1139,"분첩","미용소품","미용",133,13538,0.009824199
"A02",1140,"여행용품","미용소품","미용",154,13538,0.011375388
"A02",1141,"용기","미용소품","미용",23,13538,0.001698922
"A02",1142,"클렌징","미용소품","미용",54,13538,0.003988772
"A02",1143,"헤어브러쉬/거울","미용소품","미용",101,13538,0.007460482
"A02",1144,"헤어용품","미용소품","미용",185,13538,0.013665239
"A02",1145,"화장솜/면봉","미용소품","미용",406,13538,0.029989659
"A02",1118,"의약외품","개인위생용품","미용",1037,13538,0.076599202
"A02",491,"고농축표백제","표백제","생필품",369,13538,0.027256611
"A02",490,"일반표백제","표백제","생필품",520,13538,0.0384104
"A02",495,"탈취제","탈취제","생필품",1504,13538,0.111094696
"A02",74,"식기세제","주방세제","생필품",1852,13538,0.136800118
"A02",497,"천연세정제","주방세제","생필품",652,13538,0.048160733
"A02",492,"락스","주거세제","생필품",1282,13538,0.09469641
"A02",1567,"온라인 주거세제","주거세제","생필품",1,13538,7.39e-05
"A02",73,"주거청소세제","주거세제","생필품",2329,13538,0.172034274
"A02",496,"제습제","제습제","생필품",669,13538,0.049416457
"A02",69,"분말세제","세탁세제","생필품",796,13538,0.058797459
"A02",72,"세탁보조제","세탁세제","생필품",257,13538,0.018983602
"A02",70,"세탁비누","세탁세제","생필품",599,13538,0.044245827
"A02",71,"액체세제","세탁세제","생필품",1969,13538,0.145442458
"A02",1566,"온라인 세탁세제","세탁세제","생필품",1,13538,7.39e-05
"A02",489,"고농축섬유유연제","섬유유연제","생필품",1232,13538,0.091003102
"A02",488,"일반섬유유연제","섬유유연제","생필품",1229,13538,0.090781504
"A02",494,"바퀴개미살충제","살충제","생필품",149,13538,0.011006057
"A02",1319,"방충제","살충제","생필품",479,13538,0.035381888
"A02",493,"파리모기살충제","살충제","생필품",963,13538,0.071133107
"A02",508,"가정용화장지","화장지","생필품",2667,13538,0.197001034
"A02",509,"업소용화장지","화장지","생필품",34,13538,0.002511449
"A02",1568,"온라인 화장지","화장지","생필품",2,13538,0.000147732
"A02",512,"냅킨","키친타올","생필품",33,13538,0.002437583
"A02",511,"키친타올","키친타올","생필품",1673,13538,0.123578077
"A02",1474,"설거지용품","주방정리","생필품",2746,13538,0.20283646
"A02",1473,"주방정리용품","주방정리","생필품",506,13538,0.037376274
"A02",1472,"랩/호일","음식저장/보관","생필품",3413,13538,0.252105185
"A02",1614,"물병","음식저장/보관","생필품",541,13538,0.03996159
"A02",1615,"밀폐용기","음식저장/보관","생필품",1078,13538,0.079627715
"A02",1616,"저장병","음식저장/보관","생필품",318,13538,0.023489437
"A02",1320,"겨울시즌용품","야외/시즌용품","생필품",229,13538,0.016915349
"A02",1619,"여름시즌용품","야외/시즌용품","생필품",294,13538,0.021716649
"A02",1617,"캠핑키친용품","야외/시즌용품","생필품",891,13538,0.065814744
"A02",1620,"다이소","균일가","생필품",6747,13538,0.498374945
"A02",1627,"휴지통","휴지통","생필품",303,13538,0.022381445
"A02",674,"무세제크리너","청소편의도구","생필품",120,13538,0.008863939
"A02",675,"청소용솔","청소편의도구","생필품",480,13538,0.035455754
"A02",676,"청소편의용품","청소편의도구","생필품",251,13538,0.018540405
"A02",677,"테이프크리너","청소편의도구","생필품",421,13538,0.031097651
"A02",145,"리빙박스","수납용품","생필품",245,13538,0.018097208
"A02",146,"바스켓","수납용품","생필품",330,13538,0.024375831
"A02",147,"서랍장","수납용품","생필품",45,13538,0.003323977
"A02",148,"수납소품","수납용품","생필품",75,13538,0.005539962
"A02",149,"신발수납용품","수납용품","생필품",32,13538,0.002363717
"A02",1570,"온라인 수납용품","수납용품","생필품",1,13538,7.39e-05
"A02",80,"의류수납용품","수납용품","생필품",140,13538,0.010341262
"A02",150,"종이/패브릭수납함","수납용품","생필품",85,13538,0.006278623
"A02",151,"카트/장바구니","수납용품","생필품",164,13538,0.012114049
"A02",141,"다리미판","세탁용품","생필품",130,13538,0.0096026
"A02",142,"분무기","세탁용품","생필품",101,13538,0.007460482
"A02",143,"세탁건조대","세탁용품","생필품",212,13538,0.015659625
"A02",79,"세탁보조용품","세탁용품","생필품",191,13538,0.014108436
"A02",144,"옷걸이","세탁용품","생필품",248,13538,0.018318806
"A02",671,"걸레/청소포","밀대/걸레","생필품",788,13538,0.05820653
"A02",672,"밀대청소기","밀대/걸레","생필품",454,13538,0.033535234
"A02",673,"빗자루/쓰레받이","밀대/걸레","생필품",145,13538,0.010710592
"A02",748,"과메기","반건생선","수산",228,13538,0.016841483
"A02",750,"반건가자미","반건생선","수산",143,13538,0.01056286
"A02",751,"반건갈치","반건생선","수산",23,13538,0.001698922
"A02",752,"반건고등어","반건생선","수산",136,13538,0.010045797
"A02",753,"반건오징어","반건생선","수산",108,13538,0.007977545
"A02",754,"반건임연수어","반건생선","수산",29,13538,0.002142118
"A02",755,"반건제수생선","반건생선","수산",313,13538,0.023120106
"A02",756,"코다리","반건생선","수산",247,13538,0.01824494
"A02",746,"국산굴비","굴비","수산",474,13538,0.035012557
"A02",747,"수입굴비","굴비","수산",211,13538,0.015585759
