"BIZ_UNIT","PD_S_C","PD_S_NM","PD_M_NM","PD_H_NM","cnt.x","cnt.y","percent"
"A04",179,"라면","봉지면","간편식품",353,5720,0.061713287
"A04",180,"비빔면","봉지면","간편식품",219,5720,0.038286713
"A04",181,"우동","봉지면","간편식품",1,5720,0.000174825
"A04",182,"라면(대형컵)","용기면","간편식품",1156,5720,0.202097902
"A04",183,"라면(소형컵)","용기면","간편식품",876,5720,0.153146853
"A04",184,"비빔면","용기면","간편식품",484,5720,0.084615385
"A04",185,"우동","용기면","간편식품",100,5720,0.017482517
"A04",488,"봉투류","노트/봉투","문구/팬시",33,5720,0.005769231
"A04",487,"수첩메모","노트/봉투","문구/팬시",15,5720,0.002622378
"A04",486,"일반노트","노트/봉투","문구/팬시",18,5720,0.003146853
"A04",485,"초등노트","노트/봉투","문구/팬시",1,5720,0.000174825
"A04",482,"복사용지/라벨","사무용품","문구/팬시",17,5720,0.002972028
"A04",484,"사무정리용품","사무용품","문구/팬시",1,5720,0.000174825
"A04",481,"일반사무용품","사무용품","문구/팬시",12,5720,0.002097902
"A04",483,"접착제","사무용품","문구/팬시",28,5720,0.004895105
"A04",491,"쇼핑백/포장지","팬시","문구/팬시",27,5720,0.00472028
"A04",490,"축하카드","팬시","문구/팬시",5,5720,0.000874126
"A04",492,"팬시용품","팬시","문구/팬시",8,5720,0.001398601
"A04",472,"수성펜","필기용품","문구/팬시",5,5720,0.000874126
"A04",476,"수정펜/지우개","필기용품","문구/팬시",21,5720,0.003671329
"A04",471,"연필/샤프/샤프심","필기용품","문구/팬시",15,5720,0.002622378
"A04",473,"유성펜","필기용품","문구/팬시",18,5720,0.003146853
"A04",474,"중성펜","필기용품","문구/팬시",31,5720,0.00541958
"A04",475,"형광펜","필기용품","문구/팬시",4,5720,0.000699301
"A04",477,"후크형 필기구","필기용품","문구/팬시",35,5720,0.006118881
"A04",478,"자/풀","학용품","문구/팬시",14,5720,0.002447552
"A04",479,"칼/가위","학용품","문구/팬시",15,5720,0.002622378
"A04",480,"테이프","학용품","문구/팬시",19,5720,0.003321678
"A04",3,"말이김밥","김밥","간편식품",510,5720,0.089160839
"A04",5,"초밥","김밥","간편식품",79,5720,0.013811189
"A04",4,"트레이김밥","김밥","간편식품",136,5720,0.023776224
"A04",9,"국/찌개도시락","도시락","간편식품",3,5720,0.000524476
"A04",6,"도시락","도시락","간편식품",447,5720,0.078146853
"A04",7,"미니도시락","도시락","간편식품",108,5720,0.018881119
"A04",11,"동그란주먹밥","동그란주먹밥/사각주먹밥","간편식품",94,5720,0.016433566
"A04",12,"사각주먹밥","동그란주먹밥/사각주먹밥","간편식품",99,5720,0.017307692
"A04",2,"The커진삼각김밥","삼각김밥","간편식품",469,5720,0.081993007
"A04",1,"삼각김밥","삼각김밥","간편식품",1476,5720,0.258041958
"A04",13,"안주/간식류","안주/간식류","간편식품",2,5720,0.00034965
"A04",10,"떠먹는주먹밥","용기형주먹밥","간편식품",3,5720,0.000524476
"A04",14,"조리면","조리면","간편식품",12,5720,0.002097902
"A04",364,"기초화장품","남성화장품","미용/화장품",6,5720,0.001048951
"A04",365,"클렌징","남성화장품","미용/화장품",3,5720,0.000524476
"A04",349,"미용 소도구","미용소품","미용/화장품",111,5720,0.019405594
"A04",350,"액세서리","미용소품","미용/화장품",83,5720,0.01451049
"A04",357,"기초화장품","여성화장품","미용/화장품",3,5720,0.000524476
"A04",362,"립케어","여성화장품","미용/화장품",59,5720,0.010314685
"A04",360,"바디용품","여성화장품","미용/화장품",37,5720,0.006468531
"A04",361,"색조/메이크업","여성화장품","미용/화장품",5,5720,0.000874126
"A04",363,"시즌 화장품","여성화장품","미용/화장품",10,5720,0.001748252
"A04",358,"크림","여성화장품","미용/화장품",8,5720,0.001398601
"A04",359,"클렌징","여성화장품","미용/화장품",36,5720,0.006293706
"A04",352,"무스","헤어스타일링","미용/화장품",1,5720,0.000174825
"A04",353,"스프레이","헤어스타일링","미용/화장품",27,5720,0.00472028
"A04",355,"왁스","헤어스타일링","미용/화장품",28,5720,0.004895105
"A04",354,"젤","헤어스타일링","미용/화장품",14,5720,0.002447552
"A04",356,"케어/염모제","헤어스타일링","미용/화장품",6,5720,0.001048951
"A04",101,"간식용케익","간식빵","간식",96,5720,0.016783217
"A04",98,"과자빵","간식빵","간식",579,5720,0.101223776
"A04",100,"도너츠","간식빵","간식",37,5720,0.006468531
"A04",96,"샌드빵","간식빵","간식",200,5720,0.034965035
"A04",99,"조리빵","간식빵","간식",10,5720,0.001748252
"A04",94,"천연발효빵","간식빵","간식",118,5720,0.020629371
"A04",97,"캐릭터빵","간식빵","간식",151,5720,0.026398601
"A04",95,"페스트리","간식빵","간식",202,5720,0.035314685
"A04",102,"식빵","식빵","간식",51,5720,0.008916084
"A04",106,"케익","케익","간식",4,5720,0.000699301
"A04",109,"베이커리","프리미엄","간식",124,5720,0.021678322
"A04",108,"후레쉬빵","프리미엄","간식",13,5720,0.002272727
"A04",104,"만두","호빵","간식",3,5720,0.000524476
"A04",103,"호빵","호빵","간식",192,5720,0.033566434
"A04",105,"구운과자","화과자","간식",229,5720,0.040034965
"A04",110,"두부","1차식품","신선",40,5720,0.006993007
"A04",112,"일반란","1차식품","신선",69,5720,0.012062937
"A04",111,"콩나물","1차식품","신선",2,5720,0.00034965
"A04",117,"10kg미만","곡물","신선",5,5720,0.000874126
"A04",118,"10kg이상","곡물","신선",1,5720,0.000174825
"A04",116,"견과류","과일야채","신선",1,5720,0.000174825
"A04",113,"과일","과일야채","신선",269,5720,0.047027972
"A04",114,"야채","과일야채","신선",11,5720,0.001923077
"A04",119,"축산","수축산","신선",2,5720,0.00034965
"A04",315,"구슬아이스","고급","간식",86,5720,0.015034965
"A04",311,"바","고급","간식",132,5720,0.023076923
"A04",312,"컵","고급","간식",168,5720,0.029370629
"A04",314,"케익","고급","간식",6,5720,0.001048951
"A04",313,"파인트","고급","간식",135,5720,0.023601399
"A04",306,"모나카","노벨티","간식",568,5720,0.099300699
"A04",303,"바","노벨티","간식",1130,5720,0.197552448
"A04",305,"컵","노벨티","간식",158,5720,0.027622378
"A04",304,"콘","노벨티","간식",815,5720,0.142482517
"A04",307,"펜슬","노벨티","간식",627,5720,0.109615385
"A04",310,"멀티","홈타입","간식",13,5720,0.002272727
"A04",309,"카톤","홈타입","간식",46,5720,0.008041958
"A04",231,"봉지너트","너트류","음주",143,5720,0.025
"A04",230,"캔너트","너트류","음주",49,5720,0.008566434
"A04",234,"과일","농산안주","음주",10,5720,0.001748252
"A04",235,"농산물","농산안주","음주",47,5720,0.008216783
"A04",226,"대용량","생선류","음주",16,5720,0.002797203
"A04",225,"어육","생선류","음주",40,5720,0.006993007
"A04",224,"쥐포","생선류","음주",25,5720,0.004370629
"A04",237,"김스낵","스낵안주","음주",36,5720,0.006293706
"A04",236,"일반스낵","스낵안주","음주",20,5720,0.003496503
"A04",221,"대용량","오징어","음주",69,5720,0.012062937
"A04",219,"오징어(소)","오징어","음주",339,5720,0.059265734
"A04",220,"오징어(중)","오징어","음주",270,5720,0.047202797
"A04",229,"대용량","육포","음주",15,5720,0.002622378
"A04",228,"육포","육포","음주",123,5720,0.021503497
"A04",238,"캔안주","캔안주","음주",1,5720,0.000174825
"A04",261,"리쿼","양주","음주",184,5720,0.032167832
"A04",255,"위스키","양주","음주",11,5720,0.001923077
"A04",257,"레드","와인","음주",34,5720,0.005944056
"A04",259,"샴페인","와인","음주",3,5720,0.000524476
"A04",260,"소품","와인","음주",3,5720,0.000524476
"A04",258,"화이트","와인","음주",16,5720,0.002797203
"A04",122,"HOT","편의점카페","음료",2,5720,0.00034965
"A04",120,"HOT","편의점카페","음료",237,5720,0.041433566
"A04",121,"ICE","편의점카페","음료",92,5720,0.016083916
"A04",59,"딸기우유","가공우유","음료",817,5720,0.142832168
"A04",58,"바나나우유","가공우유","음료",1002,5720,0.175174825
"A04",60,"초코우유","가공우유","음료",1149,5720,0.200874126
"A04",57,"커피우유","가공우유","음료",951,5720,0.166258741
"A04",56,"컵커피우유","가공우유","음료",1679,5720,0.293531469
"A04",55,"기능성우유(대)","기능성우유","음료",76,5720,0.013286713
"A04",53,"기능성우유(소)","기능성우유","음료",322,5720,0.056293706
"A04",54,"기능성우유(중)","기능성우유","음료",106,5720,0.018531469
"A04",71,"냉장주스(대)","냉장주스","음료",46,5720,0.008041958
"A04",69,"냉장주스(소)","냉장주스","음료",1029,5720,0.179895105
"A04",70,"냉장주스(중)","냉장주스","음료",8,5720,0.001398601
"A04",72,"유산균음료","냉장주스","음료",232,5720,0.040559441
"A04",66,"병두유","두유","음료",541,5720,0.09458042
"A04",67,"팩두유","두유","음료",59,5720,0.010314685
"A04",63,"기능성요구르트","요구르트","음료",870,5720,0.152097902
"A04",62,"드링킹요구르트","요구르트","음료",783,5720,0.136888112
"A04",64,"떠먹는요구르트","요구르트","음료",282,5720,0.049300699
"A04",65,"프리미엄요구르트","요구르트","음료",1,5720,0.000174825
"A04",73,"버터","유제품","음료",1,5720,0.000174825
"A04",74,"치즈","유제품","음료",266,5720,0.046503497
"A04",52,"흰우유(대)","흰우유","음료",405,5720,0.070804196
"A04",50,"흰우유(소）","흰우유","음료",490,5720,0.085664336
"A04",51,"흰우유(중)","흰우유","음료",288,5720,0.05034965
"A04",298,"건강음료","기능성드링크","음료",502,5720,0.087762238
"A04",300,"보건드링크","기능성드링크","음료",549,5720,0.095979021
"A04",297,"비타민음료","기능성드링크","음료",829,5720,0.14493007
"A04",296,"숙취해소음료","기능성드링크","음료",415,5720,0.072552448
"A04",302,"에너지음료","기능성드링크","음료",133,5720,0.023251748
"A04",299,"홍삼음료","기능성드링크","음료",79,5720,0.013811189
"A04",293,"스포츠음료(대)","스포츠음료","음료",117,5720,0.020454545
"A04",291,"스포츠음료(소)","스포츠음료","음료",384,5720,0.067132867
"A04",292,"스포츠음료(중)","스포츠음료","음료",594,5720,0.103846154
"A04",283,"전통음료(대)","전통음료","음료",11,5720,0.001923077
"A04",281,"전통음료(소)","전통음료","음료",345,5720,0.060314685
"A04",282,"전통음료(중)","전통음료","음료",222,5720,0.038811189
"A04",287,"주스(대)","주스","음료",202,5720,0.035314685
"A04",284,"주스(소병)","주스","음료",428,5720,0.074825175
"A04",285,"주스(소캔)","주스","음료",261,5720,0.045629371
"A04",286,"주스(중)","주스","음료",940,5720,0.164335664
"A04",278,"녹차","차음료","음료",364,5720,0.063636364
"A04",277,"보리차","차음료","음료",476,5720,0.083216783
"A04",276,"옥수수차","차음료","음료",587,5720,0.102622378
"A04",279,"홍차","차음료","음료",339,5720,0.059265734
"A04",274,"병커피","커피음료","음료",122,5720,0.021328671
"A04",273,"캔커피(NB)","커피음료","음료",663,5720,0.115909091
"A04",272,"캔커피(소)","커피음료","음료",929,5720,0.162412587
"A04",271,"과일향탄산(대)","탄산음료","음료",66,5720,0.011538462
"A04",269,"과일향탄산(소)","탄산음료","음료",772,5720,0.134965035
"A04",270,"과일향탄산(중)","탄산음료","음료",539,5720,0.094230769
"A04",268,"사이다(대)","탄산음료","음료",177,5720,0.030944056
"A04",266,"사이다(소)","탄산음료","음료",395,5720,0.069055944
"A04",267,"사이다(중)","탄산음료","음료",328,5720,0.057342657
"A04",265,"콜라(대)","탄산음료","음료",208,5720,0.036363636
"A04",263,"콜라(소)","탄산음료","음료",501,5720,0.087587413
"A04",264,"콜라(중)","탄산음료","음료",519,5720,0.090734266
"A04",465,"애완용품(직배)","애완용품","생필품",2,5720,0.00034965
"A04",464,"애완푸드","애완용품","생필품",11,5720,0.001923077
"A04",253,"과실주","곡주","음주",60,5720,0.01048951
"A04",252,"약주","곡주","음주",39,5720,0.006818182
"A04",251,"청주","곡주","음주",34,5720,0.005944056
"A04",250,"탁주","곡주","음주",162,5720,0.028321678
"A04",249,"PET소주","소주","음주",64,5720,0.011188811
"A04",247,"병소주","소주","음주",528,5720,0.092307692
"A04",248,"팩소주","소주","음주",10,5720,0.001748252
"A04",20,"롤샌드","롤샌드/핫도그","간식",27,5720,0.00472028
"A04",21,"핫도그","롤샌드/핫도그","간식",26,5720,0.004545455
"A04",19,"베이글","머핀/베이글","간식",10,5720,0.001748252
"A04",18,"잉글리쉬머핀","머핀/베이글","간식",6,5720,0.001048951
"A04",15,"삼각샌드","샌드위치","간식",495,5720,0.086538462
"A04",16,"토스트샌드","샌드위치","간식",141,5720,0.02465035
"A04",17,"햄버거","햄버거","간식",302,5720,0.052797203
"A04",46,"Hot Snack","Hot Food","간편식품",9,5720,0.001573427
"A04",45,"치킨(컨셉점포)","Hot Food","간편식품",21,5720,0.003671329
"A04",40,"꼬치 타입","오뎅","간편식품",76,5720,0.013286713
"A04",37,"걸프","즉석음료","간편식품",6,5720,0.001048951
"A04",38,"스무디아","즉석음료","간편식품",12,5720,0.002097902
"A04",39,"아이스음료","즉석음료","간편식품",11,5720,0.001923077
"A04",41,"델리만쥬","즉석조리","간편식품",1,5720,0.000174825
"A04",44,"즉석라면","즉석조리","간편식품",12,5720,0.002097902
"A04",42,"치킨","즉석조리","간편식품",25,5720,0.004370629
"A04",35,"아이스커피","파우치음료","간편식품",509,5720,0.088986014
"A04",36,"아이스티","파우치음료","간편식품",256,5720,0.044755245
"A04",176,"음료","건강기능식품","음료",2,5720,0.00034965
"A04",177,"정제형","건강기능식품","음료",29,5720,0.00506993
"A04",166,"국산차","원컵","음료",83,5720,0.01451049
"A04",163,"믹스커피","원컵","음료",158,5720,0.027622378
"A04",164,"원두커피","원컵","음료",79,5720,0.013811189
"A04",165,"코코아","원컵","음료",51,5720,0.008916084
"A04",173,"꿀","쨈/꿀","음료",1,5720,0.000174825
"A04",172,"쨈","쨈/꿀","음료",6,5720,0.001048951
"A04",169,"곡물차","차","음료",23,5720,0.004020979
"A04",167,"국산차","차","음료",23,5720,0.004020979
"A04",168,"녹차류","차","음료",12,5720,0.002097902
"A04",170,"홍차류","차","음료",5,5720,0.000874126
"A04",159,"믹스커피","커피","음료",165,5720,0.028846154
"A04",160,"원두커피","커피","음료",3,5720,0.000524476
"A04",161,"커피분말/커피크림","커피","음료",1,5720,0.000174825
"A04",162,"코코아","커피","음료",8,5720,0.001398601
